51–52,0.002279,"96,733",220,"96,623","3,393,730",35.1,,,,
52–53,0.002477,"96,513",239,"96,393","3,297,107",34.2,,,,
53–54,0.002681,"96,274",258,"96,145","3,200,714",33.2,,,,
54–55,0.002894,"96,016",278,"95,877","3,104,569",32.3,,,,
55–56,0.003113,"95,738",298,"95,589","3,008,692",31.4,,,,
56–57,0.003355,"95,440",320,"95,280","2,913,103",30.5,,,,
57–58,0.003648,"95,120",347,"94,946","2,817,824",29.6,,,,
58–59,0.004011,"94,773",380,"94,583","2,722,877",28.7,,,,
59–60,0.004436,"94,393",419,"94,183","2,628,295",27.8,,,,
60–61,0.004920,"93,974",462,"93,743","2,534,111",27.0,,,,
61–62,0.005425,"93,512",507,"93,258","2,440,369",26.1,,,,
62–63,0.005918,"93,004",550,"92,729","2,347,111",25.2,,,,
63–64,0.006368,"92,454",589,"92,159","2,254,382",24.4,,,,
64–65,0.006795,"91,865",624,"91,553","2,162,222",23.5,,,,
65–66,0.007248,"91,241",661,"90,910","2,070,669",22.7,,,,
66–67,0.007776,"90,580",704,"90,227","1,979,759",21.9,,,,
67–68,0.008380,"89,875",753,"89,499","1,889,532",21.0,,,,
68–69,0.009085,"89,122",810,"88,717","1,800,033",20.2,,,,
69–70,0.009898,"88,312",874,"87,875","1,711,316",19.4,,,,
70–71,0.010815,"87,438",946,"86,965","1,623,440",18.6,,,,
71–72,0.011844,"86,493","1,024","85,980","1,536,475",17.8,,,,
72–73,0.013022,"85,468","1,113","84,912","1,450,494",17.0,,,,
73–74,0.014375,"84,355","1,213","83,749","1,365,583",16.2,,,,
74–75,0.015930,"83,143","1,324","82,480","1,281,834",15.4,,,,
75–76,0.017681,"81,818","1,447","81,095","1,199,354",14.7,,,,
76–77,0.019721,"80,371","1,585","79,579","1,118,259",13.9,,,,
77–78,0.022072,"78,787","1,739","77,917","1,038,680",13.2,,,,
78–79,0.024839,"77,048","1,914","76,091","960,763",12.5,,,,
79–80,0.027773,"75,134","2,087","74,090","884,672",11.8,,,,
80–81,0.031224,"73,047","2,281","71,907","810,582",11.1,,,,
81–82,0.034877,"70,766","2,468","69,532","738,675",10.4,,,,
82–83,0.039288,"68,298","2,683","66,956","669,143",9.8,,,,
83–84,0.044922,"65,615","2,948","64,141","602,186",9.2,,,,
84–85,0.050596,"62,667","3,171","61,082","538,045",8.6,,,,
85–86,0.056531,"59,497","3,363","57,815","476,963",8.0,,,,
86–87,0.062902,"56,133","3,531","54,368","419,148",7.5,,,,
87–88,0.071652,"52,602","3,769","50,718","364,781",6.9,,,,
88–89,0.081436,"48,833","3,977","46,845","314,063",6.4,,,,
89–90,0.092327,"44,856","4,141","42,786","267,218",6.0,,,,
90–91,0.104388,"40,715","4,250","38,590","224,433",5.5,,,,
91–92,0.117666,"36,465","4,291","34,319","185,843",5.1,,,,
92–93,0.132193,"32,174","4,253","30,048","151,523",4.7,,,,
93–94,0.147978,"27,921","4,132","25,855","121,476",4.4,,,,
94–95,0.165001,"23,789","3,925","21,827","95,620",4.0,,,,
95–96,0.183214,"19,864","3,639","18,044","73,794",3.7,,,,
96–97,0.202533,"16,225","3,286","14,582","55,749",3.4,,,,
97–98,0.222840,"12,939","2,883","11,497","41,168",3.2,,,,
98–99,0.243984,"10,055","2,453","8,829","29,671",3.0,,,,
99–100,0.265783,"7,602","2,020","6,592","20,842",2.7,,,,
100,1.000000,"5,582","5,582","14,250","14,250",2.6,,,,
