32–33,0.001058,"98,449",104,"98,397","4,921,671",50.0,,,,
33–34,0.001110,"98,345",109,"98,290","4,823,274",49.0,,,,
34–35,0.001156,"98,236",114,"98,179","4,724,983",48.1,,,,
35–36,0.001206,"98,122",118,"98,063","4,626,804",47.2,,,,
36–37,0.001264,"98,004",124,"97,942","4,528,741",46.2,,,,
37–38,0.001323,"97,880",129,"97,815","4,430,799",45.3,,,,
38–39,0.001384,"97,751",135,"97,683","4,332,984",44.3,,,,
39–40,0.001453,"97,615",142,"97,544","4,235,301",43.4,,,,
40–41,0.001538,"97,473",150,"97,398","4,137,757",42.5,,,,
41–42,0.001643,"97,324",160,"97,244","4,040,358",41.5,,,,
42–43,0.001762,"97,164",171,"97,078","3,943,115",40.6,,,,
43–44,0.001887,"96,992",183,"96,901","3,846,036",39.7,,,,
44–45,0.002018,"96,809",195,"96,712","3,749,135",38.7,,,,
45–46,0.002155,"96,614",208,"96,510","3,652,424",37.8,,,,
46–47,0.002309,"96,406",223,"96,295","3,555,914",36.9,,,,
47–48,0.002488,"96,183",239,"96,064","3,459,619",36.0,,,,
48–49,0.002704,"95,944",259,"95,814","3,363,555",35.1,,,,
49–50,0.002955,"95,685",283,"95,543","3,267,741",34.2,,,,
50–51,0.003219,"95,402",307,"95,248","3,172,198",33.3,,,,
51–52,0.003498,"95,095",333,"94,929","3,076,950",32.4,,,,
52–53,0.003815,"94,762",362,"94,581","2,982,021",31.5,,,,
53–54,0.004167,"94,401",393,"94,204","2,887,440",30.6,,,,
54–55,0.004538,"94,007",427,"93,794","2,793,236",29.7,,,,
55–56,0.004919,"93,581",460,"93,351","2,699,442",28.8,,,,
56–57,0.005298,"93,120",493,"92,874","2,606,091",28.0,,,,
57–58,0.005671,"92,627",525,"92,364","2,513,217",27.1,,,,
58–59,0.006045,"92,102",557,"91,823","2,420,853",26.3,,,,
59–60,0.006436,"91,545",589,"91,250","2,329,030",25.4,,,,
60–61,0.006864,"90,956",624,"90,644","2,237,779",24.6,,,,
61–62,0.007336,"90,331",663,"90,000","2,147,136",23.8,,,,
62–63,0.007851,"89,669",704,"89,317","2,057,135",22.9,,,,
63–64,0.008413,"88,965",748,"88,591","1,967,819",22.1,,,,
64–65,0.009031,"88,216",797,"87,818","1,879,228",21.3,,,,
65–66,0.009695,"87,420",848,"86,996","1,791,410",20.5,,,,
66–67,0.010459,"86,572",905,"86,119","1,704,414",19.7,,,,
67–68,0.011350,"85,667",972,"85,180","1,618,295",18.9,,,,
68–69,0.012450,"84,694","1,054","84,167","1,533,114",18.1,,,,
69–70,0.013722,"83,640","1,148","83,066","1,448,947",17.3,,,,
70–71,0.015033,"82,492","1,240","81,872","1,365,881",16.6,,,,
71–72,0.016793,"81,252","1,364","80,570","1,284,009",15.8,,,,
72–73,0.018476,"79,888","1,476","79,150","1,203,439",15.1,,,,
73–74,0.020306,"78,412","1,592","77,616","1,124,290",14.3,,,,
74–75,0.022219,"76,819","1,707","75,966","1,046,674",13.6,,,,
75–76,0.024696,"75,113","1,855","74,185","970,708",12.9,,,,
76–77,0.027380,"73,258","2,006","72,255","896,523",12.2,,,,
77–78,0.030353,"71,252","2,163","70,170","824,268",11.6,,,,
78–79,0.033969,"69,089","2,347","67,916","754,098",10.9,,,,
79–80,0.037628,"66,742","2,511","65,486","686,182",10.3,,,,
80–81,0.042146,"64,231","2,707","62,877","620,696",9.7,,,,
81–82,0.046826,"61,524","2,881","60,083","557,819",9.1,,,,
82–83,0.052476,"58,643","3,077","57,104","497,735",8.5,,,,
83–84,0.059639,"55,565","3,314","53,909","440,631",7.9,,,,
84–85,0.066801,"52,252","3,490","50,506","386,723",7.4,,,,
85–86,0.074238,"48,761","3,620","46,951","336,216",6.9,,,,
86–87,0.082165,"45,141","3,709","43,287","289,265",6.4,,,,
87–88,0.092963,"41,432","3,852","39,506","245,979",5.9,,,,
88–89,0.104924,"37,581","3,943","35,609","206,472",5.5,,,,
89–90,0.118108,"33,637","3,973","31,651","170,863",5.1,,,,
90–91,0.132557,"29,665","3,932","27,698","139,212",4.7,,,,
91–92,0.148296,"25,732","3,816","23,824","111,514",4.3,,,,
92–93,0.165326,"21,916","3,623","20,105","87,690",4.0,,,,
93–94,0.183618,"18,293","3,359","16,613","67,585",3.7,,,,
94–95,0.203115,"14,934","3,033","13,417","50,972",3.4,,,,
95–96,0.223722,"11,901","2,662","10,569","37,554",3.2,,,,
96–97,0.245314,"9,238","2,266","8,105","26,985",2.9,,,,
97–98,0.267731,"6,972","1,867","6,039","18,880",2.7,,,,
98–99,0.290782,"5,105","1,485","4,363","12,841",2.5,,,,
99–100,0.314254,"3,621","1,138","3,052","8,478",2.3,,,,
100,1.000000,"2,483","2,483","5,426","5,426",2.2,,,,
