76–77,0.038315,"61,439","2,354","60,262","649,966",10.6,,,,
77–78,0.042619,"59,085","2,518","57,826","589,704",10.0,,,,
78–79,0.046908,"56,567","2,653","55,240","531,878",9.4,,,,
79–80,0.051904,"53,913","2,798","52,514","476,638",8.8,,,,
80–81,0.057383,"51,115","2,933","49,648","424,124",8.3,,,,
81–82,0.063313,"48,182","3,051","46,657","374,476",7.8,,,,
82–83,0.070328,"45,131","3,174","43,544","327,819",7.3,,,,
83–84,0.078560,"41,957","3,296","40,309","284,275",6.8,,,,
84–85,0.087267,"38,661","3,374","36,974","243,966",6.3,,,,
85–86,0.097106,"35,287","3,427","33,574","206,992",5.9,,,,
86–87,0.107057,"31,861","3,411","30,155","173,418",5.4,,,,
87–88,0.120262,"28,450","3,421","26,739","143,263",5.0,,,,
88–89,0.134704,"25,028","3,371","23,343","116,524",4.7,,,,
89–90,0.150403,"21,657","3,257","20,028","93,181",4.3,,,,
90–91,0.167356,"18,400","3,079","16,860","73,153",4.0,,,,
91–92,0.185533,"15,320","2,842","13,899","56,293",3.7,,,,
92–93,0.204874,"12,478","2,556","11,200","42,394",3.4,,,,
93–94,0.225287,"9,922","2,235","8,804","31,194",3.1,,,,
94–95,0.246647,"7,686","1,896","6,738","22,390",2.9,,,,
95–96,0.268800,"5,791","1,556","5,012","15,652",2.7,,,,
96–97,0.291561,"4,234","1,234","3,617","10,640",2.5,,,,
97–98,0.314725,"3,000",944,"2,528","7,023",2.3,,,,
98–99,0.338071,"2,056",695,"1,708","4,495",2.2,,,,
99–100,0.361370,"1,361",492,"1,115","2,787",2.0,,,,
100,1.000000,869,869,"1,672","1,672",1.9,,,,
