37–38,0.001751,"96,816",170,"96,731","4,169,209",43.1,,,,
38–39,0.001873,"96,646",181,"96,556","4,072,478",42.1,,,,
39–40,0.002013,"96,465",194,"96,368","3,975,923",41.2,,,,
40–41,0.002179,"96,271",210,"96,166","3,879,555",40.3,,,,
41–42,0.002364,"96,061",227,"95,948","3,783,389",39.4,,,,
42–43,0.002549,"95,834",244,"95,712","3,687,441",38.5,,,,
43–44,0.002720,"95,590",260,"95,460","3,591,729",37.6,,,,
44–45,0.002883,"95,330",275,"95,192","3,496,270",36.7,,,,
45–46,0.003051,"95,055",290,"94,910","3,401,077",35.8,,,,
46–47,0.003251,"94,765",308,"94,611","3,306,167",34.9,,,,
47–48,0.003500,"94,457",331,"94,291","3,211,557",34.0,,,,
48–49,0.003815,"94,126",359,"93,947","3,117,265",33.1,,,,
49–50,0.004192,"93,767",393,"93,570","3,023,319",32.2,,,,
50–51,0.004588,"93,374",428,"93,160","2,929,748",31.4,,,,
51–52,0.005004,"92,946",465,"92,713","2,836,589",30.5,,,,
52–53,0.005484,"92,480",507,"92,227","2,743,876",29.7,,,,
53–54,0.006034,"91,973",555,"91,696","2,651,649",28.8,,,,
54–55,0.006632,"91,418",606,"91,115","2,559,953",28.0,,,,
55–56,0.007252,"90,812",659,"90,483","2,468,838",27.2,,,,
56–57,0.007873,"90,153",710,"89,799","2,378,355",26.4,,,,
57–58,0.008498,"89,444",760,"89,064","2,288,556",25.6,,,,
58–59,0.009133,"88,684",810,"88,279","2,199,493",24.8,,,,
59–60,0.009793,"87,874",861,"87,443","2,111,214",24.0,,,,
60–61,0.010488,"87,013",913,"86,557","2,023,771",23.3,,,,
61–62,0.011224,"86,100",966,"85,617","1,937,214",22.5,,,,
62–63,0.012002,"85,134","1,022","84,623","1,851,597",21.7,,,,
63–64,0.012824,"84,112","1,079","83,573","1,766,973",21.0,,,,
64–65,0.013689,"83,034","1,137","82,465","1,683,401",20.3,,,,
65–66,0.014642,"81,897","1,199","81,297","1,600,935",19.5,,,,
66–67,0.015648,"80,698","1,263","80,066","1,519,638",18.8,,,,
67–68,0.016670,"79,435","1,324","78,773","1,439,571",18.1,,,,
68–69,0.017662,"78,111","1,380","77,421","1,360,798",17.4,,,,
69–70,0.018740,"76,731","1,438","76,012","1,283,377",16.7,,,,
70–71,0.019833,"75,293","1,493","74,547","1,207,365",16.0,,,,
71–72,0.021265,"73,800","1,569","73,015","1,132,818",15.3,,,,
72–73,0.023245,"72,231","1,679","71,391","1,059,803",14.7,,,,
73–74,0.025275,"70,552","1,783","69,660","988,412",14.0,,,,
74–75,0.027611,"68,769","1,899","67,819","918,751",13.4,,,,
75–76,0.030254,"66,870","2,023","65,858","850,932",12.7,,,,
76–77,0.032734,"64,847","2,123","63,785","785,074",12.1,,,,
77–78,0.036315,"62,724","2,278","61,585","721,289",11.5,,,,
78–79,0.039780,"60,446","2,405","59,244","659,704",10.9,,,,
79–80,0.043086,"58,042","2,501","56,791","600,460",10.3,,,,
80–81,0.047666,"55,541","2,647","54,217","543,668",9.8,,,,
81–82,0.051967,"52,893","2,749","51,519","489,451",9.3,,,,
82–83,0.056636,"50,145","2,840","48,725","437,932",8.7,,,,
83–84,0.062126,"47,305","2,939","45,835","389,207",8.2,,,,
84–85,0.068571,"44,366","3,042","42,845","343,372",7.7,,,,
85–86,0.074538,"41,324","3,080","39,784","300,527",7.3,,,,
86–87,0.082404,"38,244","3,151","36,668","260,744",6.8,,,,
87–88,0.091151,"35,092","3,199","33,493","224,076",6.4,,,,
88–89,0.100667,"31,893","3,211","30,288","190,583",6.0,,,,
89–90,0.110985,"28,683","3,183","27,091","160,295",5.6,,,,
90–91,0.122132,"25,499","3,114","23,942","133,204",5.2,,,,
91–92,0.134128,"22,385","3,002","20,884","109,262",4.9,,,,
92–93,0.146985,"19,383","2,849","17,958","88,378",4.6,,,,
93–94,0.160702,"16,534","2,657","15,205","70,419",4.3,,,,
94–95,0.175268,"13,877","2,432","12,661","55,214",4.0,,,,
95–96,0.190656,"11,445","2,182","10,354","42,554",3.7,,,,
96–97,0.206827,"9,263","1,916","8,305","32,200",3.5,,,,
97–98,0.223725,"7,347","1,644","6,525","23,895",3.3,,,,
98–99,0.241279,"5,703","1,376","5,015","17,370",3.0,,,,
99–100,0.259403,"4,327","1,122","3,766","12,355",2.9,,,,
100,1.000000,"3,205","3,205","8,589","8,589",2.7,,,,
